Timestamp,Nationality,Age,Marital Status,Number of dependents,What percentage of your income goes to expenses related to your dependents?,Gender,Type of Employment,Are you in the Public or Private Sector?,Highest Educational Level,Which Region of Ghana Are You Based in?,What Industry do you work in?,What is the range of your take-home monthly income including all allowances and side endeavours?,Is your income mainly from a company/business based in Ghana or abroad?,Working arrangement.,How many months' worth of expenses do you have saved up?,Including your retirement benefits but excluding any physical assets? How much do you have saved up?,Do you own a home?,Do you own a car?
10/06/2023 02:51:38,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,FMCG,"GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No
10/06/2023 03:07:33,Ghanaian,36 - 45,Married,1-3,More than 50%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Heavy equipment industry ,"GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢100,000 - GH¢199,999",No,Yes
10/06/2023 03:08:07,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢7,500 - GH¢9,999",Abroad,Remote working,8 - 12 months,"GH¢30,000 - GH¢49,999",No,No
10/06/2023 03:09:55,Ghanaian,26 - 35,Unmarried (never before married),1-3,More than 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,Yes
10/06/2023 03:10:27,Ghanaian,36 - 45,Married,4-7,11% - 20%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢30,000 - GH¢49,999",Ghana-Based,On-site working,4 - 7 months,"GH¢200,000 - GH¢499,999",Yes,Yes
10/06/2023 03:15:56,Ghanaian,26 - 35,Unmarried (never before married),None,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,001 - GH¢2,499",Ghana-Based,Hybrid of on-site & remote working,8 - 12 months,"GH¢10,000 or less",No,No
10/06/2023 03:20:06,Ghanaian,26 - 35,Unmarried (never before married),None,,Female,Informally Employed,Private Sector,Graduate,Greater Accra,Creative Arts & Entertainment,"GH¢1,001 - GH¢2,499",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
10/06/2023 03:21:43,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,More than 12 months,"GH¢50,000 - GH¢99,999",No,Yes
10/06/2023 03:24:00,Ghanaian,26 - 35,Unmarried (never before married),1-3,More than 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
10/06/2023 03:24:44,Ghanaian,26 - 35,Married,4-7,21% - 30%,Male,Formally Employed,Public Sector,Graduate,Western,"Mining, Oil & Gas, Energy","GH¢15,000 - GH¢19,999",Ghana-Based,On-site working,4 - 7 months,"GH¢100,000 - GH¢199,999",Yes,Yes
10/06/2023 03:34:53,Ghanaian,26 - 35,Unmarried (never before married),4-7,21% - 30%,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢15,000 - GH¢19,999",Ghana-Based,Hybrid of on-site & remote working,8 - 12 months,"GH¢50,000 - GH¢99,999",No,No
10/06/2023 03:42:48,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Health,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
10/06/2023 03:45:19,Ghanaian,36 - 45,Married,4-7,More than 50%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢20,000 - GH¢29,999",Ghana-Based,On-site working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,Yes
10/06/2023 03:47:48,Ghanaian,36 - 45,Married,4-7,21% - 30%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Education,"GH¢20,000 - GH¢29,999",Abroad,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,Yes
10/06/2023 03:49:18,Ghanaian,26 - 35,Unmarried (never before married),None,41% - 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Health,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
10/06/2023 03:53:30,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,Yes
10/06/2023 04:12:13,Ghanaian,26 - 35,Unmarried (never before married),1-3,31% - 40%,Male,Formally Employed,Private Sector,Senior High School and Below,Central,Education,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
10/06/2023 04:14:02,Ghanaian,36 - 45,Unmarried (never before married),None,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Health,"GH¢2,500 - GH¢4,999",Abroad,On-site working,Zero months,"GH¢50,000 - GH¢99,999",No,Yes
10/06/2023 04:17:49,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Postal Service ,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
10/06/2023 04:18:28,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,001 - GH¢29,999",No,Yes
10/06/2023 04:20:06,Ghanaian,26 - 35,Married,4-7,More than 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
10/06/2023 04:21:10,Ghanaian,26 - 35,Married,1-3,21% - 30%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Hospitality - Hotels, Travel, Restaurants & Others","GH¢20,000 - GH¢29,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",Yes,Yes
10/06/2023 04:31:08,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Education,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
10/06/2023 04:48:32,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Public Sector,Graduate,Greater Accra,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
10/06/2023 05:09:35,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Female,Formally Employed,Private Sector,Post-Graduate,Northern,Non-Profit Organizations & Civil Society,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No
10/06/2023 05:12:52,Ghanaian,26 - 35,Married,4-7,21% - 30%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢20,000 - GH¢29,999",Ghana-Based,On-site working,8 - 12 months,"GH¢100,000 - GH¢199,999",Yes,Yes
10/06/2023 05:14:18,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Ashanti,Food manufucturing,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,8 - 12 months,"GH¢50,000 - GH¢99,999",No,No
10/06/2023 05:14:36,Ghanaian,36 - 45,Married,None,,Female,Unemployed,Private Sector,Graduate,Greater Accra,"Hospitality - Hotels, Travel, Restaurants & Others","GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,Yes
10/06/2023 05:21:55,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Private Sector,Graduate,Ashanti,Education,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,4 - 7 months,"GH¢3,000,000 - GH¢9,999,999",No,No
10/06/2023 05:23:03,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
10/06/2023 05:37:29,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
10/06/2023 05:44:17,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢50,000 and above",Ghana-Based,Remote working,8 - 12 months,"GH¢100,000 - GH¢199,999",Yes,Yes
10/06/2023 05:45:11,Ghanaian,25 and below,Unmarried (never before married),None,,Male,Informally Employed,Public Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
10/06/2023 05:49:07,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Journalism,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
10/06/2023 05:50:34,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Transport, Logistics & Supply Chain Management","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
10/06/2023 05:55:53,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,More than 12 months,"GH¢30,000 - GH¢49,999",No,No
10/06/2023 05:56:51,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢2,500 - GH¢4,999",Abroad,On-site working,More than 12 months,"GH¢30,000 - GH¢49,999",No,No
10/06/2023 06:27:09,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Western,Health,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No
10/06/2023 06:27:29,Ghanaian,26 - 35,Married,1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢15,000 - GH¢19,999",Ghana-Based,On-site working,8 - 12 months,"GH¢200,000 - GH¢499,999",Yes,Yes
10/06/2023 06:29:23,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,More than 12 months,"GH¢50,000 - GH¢99,999",No,Yes
10/06/2023 06:38:40,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Public Sector,Graduate,Bono East,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
10/06/2023 06:38:44,Ghanaian,26 - 35,Unmarried (never before married),None,31% - 40%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
10/06/2023 06:40:39,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Public Sector,Graduate,Greater Accra,"Transport, Logistics & Supply Chain Management","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No
10/06/2023 06:41:46,Ghanaian,25 and below,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No
10/06/2023 06:43:46,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Public Sector,Graduate,Upper West,Security Services,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No
10/06/2023 06:43:57,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,1 - 3 months,"GH¢50,000 - GH¢99,999",No,No
10/06/2023 06:46:46,Ghanaian,36 - 45,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Western,"Financial Services, Management Consulting, Audit & Assurance","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,8 - 12 months,"GH¢50,000 - GH¢99,999",No,Yes
10/06/2023 06:48:40,Ghanaian,26 - 35,Unmarried (never before married),None,11% - 20%,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,Yes
10/06/2023 06:51:07,Ghanaian,25 and below,Unmarried (never before married),1-3,11% - 20%,Male,Self-Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢2,500 - GH¢4,999",Ghana-Based,Remote working,Zero months,"GH¢10,000 or less",No,No
10/06/2023 06:51:31,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Legal Services,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes
10/06/2023 06:59:56,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Professional Certification Only,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes
10/06/2023 07:05:53,Ghanaian,25 and below,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
10/06/2023 07:06:23,Ghanaian,26 - 35,Married,None,,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,No
10/06/2023 07:09:16,Ghanaian,26 - 35,Unmarried (never before married),None,,Female,Formally Employed,Private Sector,Graduate,Western,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,001 - GH¢29,999",No,Yes
10/06/2023 07:10:13,Ghanaian,36 - 45,Married,4-7,More than 50%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢30,000 - GH¢49,999",Ghana-Based,Hybrid of on-site & remote working,8 - 12 months,"GH¢500,000 - GH¢999,999",Yes,Yes
10/06/2023 07:10:59,Ghanaian,25 and below,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
10/06/2023 07:12:29,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Public Sector,Graduate,Savannah,Government & Politics,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
10/06/2023 07:13:17,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Graduate,Ashanti,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No
10/06/2023 07:14:56,Ghanaian,26 - 35,Married,1-3,21% - 30%,Male,Formally Employed,Private Sector,Graduate,Ashanti,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
10/06/2023 07:20:09,Ghanaian,26 - 35,Married,1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Western North,Trade in Goods,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢50,000 - GH¢99,999",Yes,Yes
10/06/2023 07:22:05,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,Yes
10/06/2023 07:24:46,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢20,000 - GH¢29,999",Ghana-Based,Remote working,More than 12 months,"GH¢100,000 - GH¢199,999",No,Yes
10/06/2023 07:25:05,Ghanaian,26 - 35,Married,1-3,11% - 20%,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢15,000 - GH¢19,999",Ghana-Based,On-site working,1 - 3 months,"GH¢50,000 - GH¢99,999",No,Yes
10/06/2023 07:27:05,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢20,000 - GH¢29,999",Abroad,Hybrid of on-site & remote working,1 - 3 months,"GH¢50,000 - GH¢99,999",No,No
10/06/2023 07:28:05,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Graduate,Greater Accra,"Transport, Logistics & Supply Chain Management","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
10/06/2023 07:29:40,Ghanaian,36 - 45,Married,1-3,More than 50%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,Zero months,"GH¢30,000 - GH¢49,999",No,Yes
10/06/2023 07:30:01,Ghanaian,25 and below,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Western,"Mining, Oil & Gas, Energy","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No
10/06/2023 07:30:11,Ghanaian,26 - 35,Unmarried (never before married),4-7,More than 50%,Female,Self-Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,Yes
