timestamp,nationality,age,marital_status,number_of_dependents,what_percentage_of_your_income_goes_to_expenses_related_to_your_dependents,gender,type_of_employment,are_you_in_the_public_or_private_sector,highest_educational_level,which_region_of_ghana_are_you_based_in,what_industry_do_you_work_in,monthly_income,is_your_income_mainly_from_a_company_business_based_in_ghana_or_abroad,working_arrangement,months_spending_saved,amount_saved,do_you_own_a_home,do_you_own_a_car,survey,how_long_have_you_been_working_for,which_currency_do_you_primarily_earn_in,monthly_income_group,amount_saved_group
2023-06-10T09:00:51Z,Ghanaian,26 - 35,Married,1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,More than 12 months,"GH¢50,000 - GH¢99,999",No,No,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢50,000 - GH¢99,999"
2023-06-10T09:01:58Z,Ghanaian,26 - 35,"Unmarried (divorced, widowed or separated)",1-3,41% - 50%,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Security Services,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,1 - 3 months,"GH¢100,000 - GH¢199,999",Yes,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢100,000 - GH¢199,999"
2023-06-10T09:02:02Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Health,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢30,000 - GH¢49,999"
2023-06-10T09:02:37Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,001 - GH¢2,499",Abroad,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T09:05:11Z,Ghanaian,26 - 35,Unmarried (never before married),None,41% - 50%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢20,000 - GH¢29,999",Abroad,Remote working,Zero months,"GH¢50,000 - GH¢99,999",No,No,GESS 1,NA,NA,"GH¢20,000 and above","GH¢50,000 - GH¢99,999"
2023-06-10T09:13:07Z,Ghanaian,25 and below,Unmarried (never before married),1-3,31% - 40%,Male,Formally Employed,Private Sector,Professional Certification Only,Greater Accra,Technology & Telecommunication,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T09:13:08Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Female,Formally Employed,Private Sector,Graduate,Eastern Region,Food Manufacturing,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-10T09:17:38Z,Ghanaian,26 - 35,Married,4-7,More than 50%,Male,Formally Employed,Public Sector,Senior High School and Below,Greater Accra,"Transport, Logistics & Supply Chain Management","GH¢1,001 - GH¢2,499",Ghana-Based,Remote working,Zero months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-10T09:20:00Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,31% - 40%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,001 - GH¢29,999",Yes,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,001 - GH¢29,999"
2023-06-10T09:18:29Z,Ghanaian,26 - 35,Married,1-3,21% - 30%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Government & Politics,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-10T09:18:41Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T09:30:52Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,41% - 50%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Journalism,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T09:32:02Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Private Sector,Senior High School and Below,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢2,500 - GH¢4,999",Abroad,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T09:42:02Z,Ghanaian,26 - 35,Married,1-3,21% - 30%,Male,Self-Employed,Private Sector,Graduate,Greater Accra,Trade in Goods,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T09:42:58Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Government & Politics,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢50,000 - GH¢99,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢50,000 - GH¢99,999"
2023-06-10T09:46:43Z,Ghanaian,26 - 35,Married,None,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢2,500 - GH¢4,999",Abroad,Remote working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T09:48:08Z,Ghanaian,26 - 35,Unmarried (never before married),4-7,More than 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Manufacturing,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢100,000 - GH¢199,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢100,000 - GH¢199,999"
2023-06-10T09:48:26Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Government & Politics,"GH¢30,000 - GH¢49,999",Abroad,On-site working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,No,GESS 1,NA,NA,"GH¢20,000 and above","GH¢30,000 - GH¢49,999"
2023-06-10T09:48:45Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Seafood Processing,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T09:49:11Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,More than 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢1,001 - GH¢2,499",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T09:52:01Z,Ghanaian,26 - 35,Married,1-3,6-10%,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Government & Politics,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,More than 12 months,"GH¢50,000 - GH¢99,999",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢50,000 - GH¢99,999"
2023-06-10T09:53:15Z,Ghanaian,25 and below,Unmarried (never before married),1-3,21% - 30%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢7,500 - GH¢9,999",Abroad,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-10T09:54:29Z,Ghanaian,25 and below,Unmarried (never before married),1-3,41% - 50%,Female,Formally Employed,Private Sector,Graduate,Western,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T09:54:53Z,Ghanaian,36 - 45,Unmarried (never before married),1-3,31% - 40%,Female,Self-Employed,Private Sector,Post-Graduate,Greater Accra,Creative Arts & Entertainment,"GH¢7,500 - GH¢9,999",Abroad,Remote working,4 - 7 months,"GH¢100,000 - GH¢199,999",Yes,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢100,000 - GH¢199,999"
2023-06-10T09:55:02Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Male,Unemployed,NA,Graduate,Greater Accra,Technology & Telecommunication,"GH¢1,000 and below",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T09:55:42Z,Ghanaian,26 - 35,Married,1-3,6-10%,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Education,"GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢30,000 - GH¢49,999"
2023-06-10T09:55:59Z,Ghanaian,25 and below,Unmarried (never before married),1-3,11% - 20%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Health,"GH¢15,000 - GH¢19,999",Abroad,On-site working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,Yes,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢30,000 - GH¢49,999"
2023-06-10T10:03:15Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Government & Politics,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,More than 12 months,"GH¢50,000 - GH¢99,999",No,No,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢50,000 - GH¢99,999"
2023-06-10T10:03:52Z,Ghanaian,36 - 45,Unmarried (never before married),More than 7,41% - 50%,Male,Informally Employed,Private Sector,Graduate,Western,"Mining, Oil & Gas, Energy","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,8 - 12 months,"GH¢30,000 - GH¢49,999",Yes,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢30,000 - GH¢49,999"
2023-06-10T10:04:09Z,Ghanaian,26 - 35,Married,4-7,21% - 30%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,8 - 12 months,"GH¢200,000 - GH¢499,999",No,Yes,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢200,000 and above"
2023-06-10T10:05:28Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Creative Arts & Entertainment,"GH¢10,000 - GH¢14,999",Abroad,Remote working,Zero months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢10,000 or less"
2023-06-10T10:10:35Z,Ghanaian,25 and below,Unmarried (never before married),1-3,11% - 20%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T10:13:57Z,Ghanaian,36 - 45,Married,4-7,11% - 20%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢20,000 - GH¢29,999",Ghana-Based,Remote working,Zero months,"GH¢200,000 - GH¢499,999",Yes,Yes,GESS 1,NA,NA,"GH¢20,000 and above","GH¢200,000 and above"
2023-06-10T10:16:42Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Health,"GH¢10,000 - GH¢14,999",Abroad,On-site working,More than 12 months,"GH¢200,000 - GH¢499,999",No,Yes,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢200,000 and above"
2023-06-10T10:17:26Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢30,000 - GH¢49,999"
2023-06-10T10:18:31Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Male,Unemployed,NA,Graduate,Greater Accra,Technology & Telecommunication,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T10:19:26Z,Ghanaian,26 - 35,Married,1-3,More than 50%,Male,Informally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T10:29:22Z,Ghanaian,36 - 45,Married,4-7,More than 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Transport, Logistics & Supply Chain Management","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T10:31:29Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Health,"GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",Yes,Yes,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢10,000 or less"
2023-06-10T10:35:11Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Government & Politics,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T10:42:49Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Private Sector,Graduate,Ashanti,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢30,000 - GH¢49,999"
2023-06-10T10:46:01Z,Ghanaian,26 - 35,Married,None,5% or less,Female,Formally Employed,Public Sector,Graduate,Greater Accra,Government & Politics,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,Yes,GESS 1,NA,NA,"Less than GH¢5,000","GH¢30,000 - GH¢49,999"
2023-06-10T10:47:49Z,Ghanaian,26 - 35,Unmarried (never before married),None,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,8 - 12 months,"GH¢30,000 - GH¢49,999",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢30,000 - GH¢49,999"
2023-06-10T10:54:00Z,Ghanaian,26 - 35,Married,1-3,More than 50%,Male,Formally Employed,Public Sector,Professional Certification Only,Bono East,Sanitation & Public Health,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T10:58:36Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,000 and below",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T10:59:32Z,Ghanaian,26 - 35,Unmarried (never before married),4-7,41% - 50%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,4 - 7 months,"GH¢50,000 - GH¢99,999",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢50,000 - GH¢99,999"
2023-06-10T11:02:56Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T11:06:07Z,Ghanaian,36 - 45,Married,1-3,31% - 40%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢20,000 - GH¢29,999",Ghana-Based,On-site working,More than 12 months,"GH¢200,000 - GH¢499,999",Yes,Yes,GESS 1,NA,NA,"GH¢20,000 and above","GH¢200,000 and above"
2023-06-10T11:07:46Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-10T11:16:37Z,Ghanaian,25 and below,Unmarried (never before married),None,NA,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Sanitation & Public Health,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T11:18:50Z,Ghanaian,60 and above,Married,4-7,41% - 50%,Male,Formally Employed,Private Sector,Post-Graduate,Ashanti,Food and Beverage,"GH¢20,000 - GH¢29,999",Abroad,On-site working,8 - 12 months,"GH¢200,000 - GH¢499,999",Yes,Yes,GESS 1,NA,NA,"GH¢20,000 and above","GH¢200,000 and above"
2023-06-10T11:27:00Z,Ghanaian,36 - 45,Married,4-7,41% - 50%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢20,000 - GH¢29,999",Ghana-Based,On-site working,4 - 7 months,"GH¢500,000 - GH¢999,999",Yes,Yes,GESS 1,NA,NA,"GH¢20,000 and above","GH¢200,000 and above"
2023-06-10T11:28:03Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Female,Formally Employed,Public Sector,Graduate,Greater Accra,Government & Politics,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T11:36:22Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T11:37:30Z,Ghanaian,26 - 35,Unmarried (never before married),4-7,21% - 30%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-10T11:38:30Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T11:42:42Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Male,Self-Employed,Private Sector,Post-Graduate,Greater Accra,Trade in Goods,"GH¢5,000 - GH¢7,499",Ghana-Based,Remote working,Zero months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-10T11:50:51Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢1,000,000 - GH¢2,999,999",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢200,000 and above"
2023-06-10T11:56:58Z,Ghanaian,25 and below,Unmarried (never before married),None,NA,Male,Formally Employed,Private Sector,Graduate,Ashanti,"Mining, Oil & Gas, Energy","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-10T12:05:25Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,4 - 7 months,"GH¢50,000 - GH¢99,999",Yes,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢50,000 - GH¢99,999"
2023-06-10T12:07:51Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,001 - GH¢29,999"
2023-06-10T12:08:18Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Food processing industry,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,8 - 12 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
